batch,volume
55,993.57
55,1007.93
55,1006.58
55,1003.17
55,998.69
55,996.72
55,998.92
55,999.94
55,984.88
55,996.39
55,998.8
55,986.9
55,986.14
55,993.1
55,1020.93
55,1012.49
55,1004.31
55,990.03
55,1006.15
55,1002.5
55,992.22
55,998.57
55,1003.2
55,999.62
55,1014.64
55,1000.24
55,1005.31
55,995.7
55,988.78
55,994.77
55,1005.03
55,997.48
55,1006.07
55,1005.35
55,1000.87
55,986.46
55,996.11
55,996.48
55,1000.34
55,989.55
55,1004.63
55,1015.88
55,1003.81
55,1003.85
55,980.8
55,992.89
55,999.09
55,989.95
55,1007.08
55,1002.41
55,1005.42
55,984.06
55,987.47
55,1011.34
55,986.26
55,1002.03
55,998.42
55,1022.09
55,988.81
55,986.99
55,1001.61
55,1009.53
55,1011.93
55,990.18
55,1006.75
55,981.09
55,1014.64
55,1003.64
55,974.78
55,999.98
55,990.48
55,991.55
55,1012.96
55,991.16
55,988.41
55,1011.84
55,1008.29
55,992.2
55,989.24
55,998.53
55,1011.67
55,1003.51
55,1006.29
55,998.66
55,993.44
55,991.18
55,996.23
55,986.84
55,995.29
55,996.89
55,987.21
55,994.55
55,997.29
55,1010.86
55,1017.26
55,997.28
55,999.0
55,987.33
55,1009.26
55,1018.66
55,991.72
55,1000.48
55,1001.45
55,1011.8
55,1000.03
55,1003.9
55,1013.91
55,999.3
55,1000.54
55,1005.04
55,1008.24
55,1011.85
55,1001.16
55,1025.43
55,1007.09
55,1004.65
55,1015.19
55,1020.99
55,984.83
55,1013.64
55,1006.76
55,986.44
55,1003.99
55,992.22
55,1001.8
55,1000.41
55,987.58
55,1004.86
55,987.91
55,1023.32
55,984.86
55,1002.44
55,994.13
55,993.18
55,1005.88
55,993.87
55,999.65
55,1003.91
55,991.44
55,995.84
55,1002.62
55,1003.5
55,994.98
55,992.66
55,997.87
55,993.94
55,1010.58
55,987.84
55,1003.34
55,1012.07
55,1005.09
55,976.73
55,999.39
55,1004.91
55,998.02
55,1008.5
55,1003.31
55,1015.23
55,979.21
55,992.41
55,1007.64
55,1008.57
55,1007.17
55,999.62
55,1003.11
55,1014.52
55,997.31
55,999.67
55,1017.42
55,987.76
55,1006.01
55,1002.55
55,1001.08
55,999.24
55,978.41
55,988.98
55,1007.65
55,989.02
55,1010.55
55,1014.98
55,991.36
55,1004.87
55,1005.18
55,1011.71
55,1003.55
55,1006.76
55,1004.96
55,995.98
55,996.6
55,1006.0
55,981.15
55,981.54
55,1008.75
55,995.32
55,1006.77
55,999.59
55,994.5
55,995.98
55,995.11
55,982.36
55,1006.04
55,976.59
55,988.28
55,1003.52
55,1002.9
55,994.55
55,994.92
55,1009.76
55,998.68
55,1012.61
55,1006.42
55,1006.98
55,988.92
55,997.49
55,995.44
55,994.04
55,990.51
55,996.96
55,999.71
55,998.08
55,1002.2
55,1009.04
55,1000.64
55,986.35
55,998.73
55,1004.63
55,990.57
55,992.54
55,997.97
55,1000.79
55,1007.16
55,1018.36
55,1000.74
55,1018.09
55,1004.66
55,990.25
55,999.61
55,986.93
55,999.03
55,996.46
55,997.05
55,1004.67
55,997.81
55,986.43
55,1000.76
55,995.52
55,994.22
55,999.3
55,985.18
55,998.15
55,990.16
55,1009.19
55,983.51
55,1008.75
55,991.57
55,1006.21
55,986.87
55,997.35
55,1001.16
55,982.11
55,1003.39
55,983.49
55,1005.4
55,1006.24
55,989.44
55,1005.77
55,992.53
55,1017.42
55,997.67
55,996.65
55,986.31
55,997.64
55,1016.24
55,1010.33
55,1003.59
55,981.25
55,1006.14
55,1011.32
55,994.26
55,994.9
55,992.88
55,1000.91
55,995.1
55,1001.57
55,1004.79
55,1003.88
55,988.63
55,997.02
55,1013.6
55,992.91
55,1001.57
55,995.97
55,1010.97
55,1009.88
55,1001.07
55,982.33
55,998.33
55,975.71
55,1009.6
55,995.44
55,1006.07
55,998.76
55,993.84
55,988.27
55,1002.29
55,1008.19
55,1005.58
55,1014.41
55,997.75
55,1004.32
55,1004.24
55,1021.0
55,989.16
55,999.65
55,989.48
55,981.92
55,993.97
55,1005.93
55,1008.67
55,994.57
55,983.63
55,993.06
55,991.02
55,989.47
55,990.41
55,1021.19
55,991.94
55,1006.67
55,1003.93
55,1025.91
55,1006.24
55,1001.34
55,1008.47
55,1005.95
55,1011.31
55,1005.51
55,997.98
55,1012.77
55,1001.93
55,1016.63
55,995.81
55,983.66
55,988.35
55,1000.95
55,1002.34
55,997.0
55,991.26
55,1005.03
55,1000.81
55,986.8
55,997.18
55,983.43
55,990.63
55,1000.36
55,1014.73
55,999.48
55,1015.06
55,992.17
55,994.3
55,982.59
55,1012.56
55,1005.01
55,1022.23
55,1004.7
55,993.18
55,1002.25
55,1015.93
55,1001.65
55,988.45
55,999.05
55,992.32
55,993.01
55,1001.35
55,993.41
55,1002.83
55,1015.31
55,994.12
55,1015.12
55,1001.89
55,992.37
55,1002.76
55,996.13
55,993.86
55,1012.99
55,971.92
55,995.01
55,1015.71
55,1013.27
55,978.44
55,1003.18
55,1001.35
55,995.6
55,1015.77
55,1015.65
55,1012.0
55,1003.28
55,984.48
55,998.71
55,1003.91
55,994.05
55,1002.91
55,992.03
55,1002.07
55,977.65
55,991.15
55,989.17
55,999.68
55,989.81
55,995.64
55,997.66
55,1012.41
55,1018.94
55,984.54
55,981.83
55,1005.2
55,998.95
55,995.57
55,993.21
55,988.32
55,987.22
55,1000.35
55,1002.9
55,1021.09
55,1010.26
55,1005.33
55,987.35
55,986.43
55,993.93
55,983.03
55,1005.67
55,1001.78
55,1008.92
55,1009.07
55,997.59
55,1011.49
55,985.51
55,1011.15
55,1012.13
55,1016.59
55,998.42
55,999.67
55,1000.2
55,1010.69
55,1007.06
55,1011.03
55,1002.23
55,1003.48
55,1016.08
55,1009.78
55,999.18
55,1005.29
55,1011.42
55,990.71
55,997.65
55,1006.51
55,1010.9
55,999.11
55,1012.18
55,998.95
55,1012.48
55,1022.87
55,1005.37
55,1007.17
55,990.83
55,1017.24
55,1014.24
55,996.82
55,987.02
55,1014.96
55,1023.42
55,980.76
55,1002.29
55,998.58
55,1003.34
55,992.95
55,1007.36
55,1022.01
55,996.04
55,996.46
55,1005.08
55,1002.33
55,1007.71
55,987.58
55,1001.44
55,1016.39
55,999.71
55,997.28
55,1006.49
55,1004.12
55,993.29
55,999.34
55,988.74
55,1001.61
55,1011.41
55,990.31
55,983.67
55,985.7
55,987.62
55,1012.31
55,992.99
55,989.74
55,1003.94
55,1009.06
55,1005.53
55,996.2
55,990.78
55,1012.34
55,994.82
55,996.26
55,996.77
55,985.73
55,1004.52
55,1017.88
55,1011.59
55,1004.29
55,1000.8
55,1004.76
55,997.54
55,992.45
55,999.73
55,1006.97
55,1002.31
55,1005.73
55,989.54
55,977.07
55,1007.98
55,987.32
55,985.64
55,999.5
55,1007.56
55,980.1
55,1007.32
55,1005.41
55,1005.33
55,993.4
55,1001.43
55,985.32
55,993.05
55,1002.77
55,980.39
55,987.52
55,1007.9
55,1011.21
55,993.35
55,1017.55
55,1015.61
55,993.72
55,1021.59
55,989.8
55,998.66
55,1000.15
55,1009.93
55,993.69
55,1008.73
55,1003.17
55,993.23
55,1003.15
55,1009.53
55,1014.84
55,1020.3
55,1013.99
55,1009.93
55,1008.69
55,1002.21
55,1008.06
55,1002.08
55,990.83
55,999.99
55,999.97
55,1006.45
55,1000.01
55,1006.0
55,1010.99
55,985.36
55,1010.32
55,1012.09
55,1012.14
55,1009.51
55,1000.99
55,1014.85
55,1010.88
55,1003.3
55,999.82
55,992.44
55,988.67
55,995.48
55,1020.69
55,1008.45
55,1003.86
55,1006.88
55,976.79
55,1005.82
55,998.92
55,1008.04
55,996.34
55,993.55
55,1009.3
55,995.71
55,1007.64
55,1002.74
55,1006.53
55,1009.79
55,1003.2
55,998.81
55,1010.45
55,1011.32
55,991.31
55,999.74
55,985.85
55,1006.33
55,994.15
55,1001.85
55,994.63
55,1011.41
55,990.54
55,1007.68
55,998.0
55,995.5
55,1006.04
55,1011.06
55,1004.74
55,996.23
55,1006.03
55,1004.33
55,987.89
55,990.67
55,973.13
55,1002.66
55,995.78
55,1006.9
55,1011.18
55,1013.62
55,1001.23
55,994.56
55,1017.34
55,1016.41
55,1009.48
55,992.16
55,995.42
55,1000.03
55,997.59
55,994.71
55,987.05
55,999.29
55,998.13
55,985.71
55,991.28
55,987.57
55,1004.45
55,1010.75
55,1008.32
55,1009.6
55,988.85
55,1011.93
55,1008.73
55,990.67
55,1002.77
55,1028.0
55,983.82
55,994.82
55,988.56
55,989.55
55,1004.41
55,1006.13
55,1003.66
55,999.64
55,999.1
55,1008.47
55,996.75
55,999.24
55,1003.38
55,998.52
55,1004.18
55,1004.37
55,979.18
55,1013.53
55,1020.46
55,998.74
55,998.28
55,1006.6
55,985.92
55,1005.75
55,996.73
55,1007.13
55,976.5
55,989.03
55,1003.54
55,1000.81
55,1006.67
55,1011.05
55,989.33
55,1000.02
55,992.84
55,1005.2
55,1001.89
55,1001.89
55,996.12
55,999.53
55,996.57
55,988.59
55,982.59
55,1017.18
55,999.45
55,988.02
55,1002.26
55,998.73
55,1009.38
55,995.34
55,994.1
55,995.78
55,1007.96
55,1002.05
55,1012.46
55,1002.6
55,1005.78
55,1011.19
56,993.62
56,1009.94
56,1015.03
56,998.88
56,1001.35
56,987.83
56,1001.28
56,1013.46
56,997.73
56,1001.34
56,1010.87
56,1024.48
56,999.38
56,1010.88
56,1014.08
56,1002.43
56,1013.0
56,1014.0
56,1010.88
56,985.19
56,1012.6
56,1013.2
56,1006.71
56,1004.28
56,982.13
56,1005.35
56,997.19
56,979.78
56,1008.21
56,997.23
56,992.6
56,1006.85
56,998.58
56,1008.64
56,995.38
56,1012.75
56,998.56
56,1007.7
56,999.65
56,1015.1
56,990.39
56,1002.64
56,998.48
56,1003.5
56,1012.87
56,1015.55
56,1005.16
56,992.38
56,1002.15
56,1008.67
56,983.99
56,990.52
56,1001.79
56,1003.21
56,997.92
56,991.54
56,1020.3
56,1005.78
56,997.28
56,1007.31
56,1024.06
56,1004.06
56,988.65
56,1003.3
56,1006.28
56,978.87
56,1031.03
56,1009.84
56,1007.39
56,1010.89
56,1021.0
56,999.59
56,1007.14
56,1010.36
56,1004.87
56,1002.82
56,991.24
56,1013.07
56,1004.06
56,995.48
56,1009.0
56,988.87
56,1024.04
56,1016.59
56,1014.4
56,1014.51
56,1013.72
56,988.14
56,998.89
56,995.21
56,992.64
56,1008.97
56,1019.1
56,1013.21
56,1010.39
56,1016.17
56,1005.55
56,1004.09
56,1002.25
56,1007.74
56,1017.22
56,1015.08
56,1001.07
56,1013.64
56,1013.64
56,1006.39
56,1023.35
56,1008.92
56,991.13
56,994.39
56,1013.83
56,1000.3
56,1019.24
56,999.6
56,1001.48
56,1006.89
56,999.04
56,996.11
56,1003.79
56,1003.78
56,1013.35
56,998.19
56,996.0
56,1001.4
56,997.84
56,990.37
56,995.89
56,993.15
56,983.29
56,1008.64
56,999.14
56,1016.64
56,1019.78
56,999.44
56,996.82
56,993.07
56,1018.18
56,1015.56
56,1010.03
56,995.89
56,1010.99
56,984.49
56,1003.47
56,1003.34
56,985.18
56,1029.21
56,1003.74
56,1007.77
56,1002.93
56,1001.85
56,995.25
56,1003.81
56,999.26
56,1012.56
56,1014.15
56,994.81
56,1006.97
56,1012.89
56,1003.08
56,999.66
56,1019.38
56,1000.48
56,993.89
56,1020.97
56,1009.65
56,1013.55
56,1015.6
56,1004.47
56,978.29
56,996.79
56,999.35
56,996.69
56,1001.76
56,997.21
56,1003.75
56,1011.04
56,999.89
56,1000.59
56,1011.56
56,1001.26
56,995.44
56,999.91
56,992.92
56,989.89
56,998.99
56,989.32
56,1008.98
56,997.64
56,1017.01
56,999.55
56,1011.92
56,1015.33
56,1003.43
56,1000.15
56,1013.57
56,1029.13
56,995.89
56,998.03
56,980.16
56,1009.38
56,1001.24
56,1003.96
56,991.54
56,1003.24
56,1013.13
56,996.14
56,1011.27
56,1001.22
56,1004.45
56,1014.82
56,1008.23
56,1005.51
56,986.5
56,1009.46
56,1000.64
56,1008.84
56,1014.28
56,1009.52
56,1001.93
56,1010.28
56,1013.08
56,1002.54
56,996.92
56,1000.32
56,1002.64
56,1003.09
56,1017.19
56,1010.48
56,1008.67
56,1014.01
56,1012.38
56,1000.52
56,995.7
56,1017.16
56,1020.6
56,1032.0
56,1022.03
56,1008.21
56,984.73
56,1012.03
56,1008.39
56,998.7
56,1024.28
56,993.74
56,990.19
56,996.97
56,999.38
56,1010.3
56,983.55
56,1003.53
56,1010.08
56,1017.95
56,1007.46
56,1022.41
56,1006.49
56,1000.76
56,1011.74
56,1001.51
56,1010.64
56,1006.76
56,1008.36
56,990.02
56,989.29
56,991.04
56,1014.54
56,1016.59
56,1002.99
56,1021.9
56,997.41
56,1001.35
56,1011.45
56,997.6
56,994.82
56,1014.21
56,1000.43
56,994.09
56,1007.22
56,1002.81
56,980.6
56,991.91
56,1013.06
56,1007.28
56,1003.69
56,991.61
56,996.13
56,1010.3
56,1008.05
56,989.9
56,1011.02
56,994.46
56,1015.77
56,1003.87
56,1005.23
56,1003.3
56,1032.11
56,1001.33
56,1000.95
56,1004.53
56,1011.41
56,1005.29
56,991.55
56,998.2
56,998.48
56,994.78
56,1004.51
56,1010.35
56,996.74
56,989.79
56,990.21
56,998.85
56,1029.12
56,997.83
56,995.31
56,1010.22
56,1000.47
56,995.04
56,1006.85
56,1013.84
56,1012.95
56,998.72
56,1004.12
56,996.53
56,996.47
56,1015.85
56,1021.93
56,1007.07
56,1008.57
56,992.6
56,1004.95
56,997.39
56,986.87
56,1000.67
56,1019.45
56,1015.24
56,1000.25
56,1005.23
56,1005.0
56,1015.1
56,1007.29
56,1004.15
56,1008.26
56,999.59
56,1000.3
56,1015.35
56,1002.43
56,1004.08
56,997.92
56,993.52
56,1002.69
56,994.78
56,1003.29
56,1008.24
56,1000.09
56,996.8
56,1007.63
56,988.15
56,1000.96
56,1000.25
56,1005.58
56,996.19
56,998.47
56,1000.24
56,990.63
56,1002.83
56,998.9
56,1022.37
56,1003.13
56,1020.88
56,998.32
56,1008.42
56,979.63
56,1021.62
56,1018.9
56,993.76
56,1017.77
56,1008.21
56,997.63
56,996.67
56,1001.57
56,993.38
56,999.08
56,984.6
56,1012.07
56,1004.66
56,1003.31
56,1003.43
56,1009.3
56,1011.19
56,996.17
56,1006.79
56,998.96
56,997.6
56,1024.54
56,1008.82
56,1028.7
56,1009.65
56,1000.89
56,1014.28
56,993.06
56,991.02
56,988.7
56,996.41
56,997.75
56,1012.54
56,989.78
56,1013.95
56,1011.41
56,1014.65
56,1011.02
56,991.18
56,1011.38
56,989.05
56,1011.35
56,999.47
56,991.65
56,1005.09
56,1020.21
56,1009.28
56,1001.98
56,995.07
56,999.16
56,1004.6
56,1007.92
56,1014.67
56,1002.42
56,1000.45
56,1005.33
56,1007.72
56,1008.32
56,997.53
56,1004.44
56,1005.66
56,1007.84
56,1011.96
56,1024.14
56,1001.99
56,1007.63
56,981.88
56,999.97
56,994.31
56,1002.43
56,985.75
56,999.01
56,1003.02
56,1012.56
56,1007.25
56,991.34
56,1005.43
56,1012.7
56,1009.12
56,1010.92
56,1000.51
56,997.96
56,991.04
56,1016.6
56,999.94
56,1010.93
56,1011.58
56,993.34
56,998.95
56,1003.01
56,1001.8
56,1009.52
56,1000.46
56,1000.53
56,1007.9
56,1031.49
56,985.54
56,1007.33
56,1007.68
56,1009.44
56,1000.77
56,991.09
56,1003.45
56,998.72
56,989.9
56,999.89
56,1011.1
56,1009.12
56,1009.79
56,1012.64
56,1005.27
56,1011.34
56,1005.6
56,1014.55
56,1008.9
56,1004.14
56,981.92
56,1025.49
56,1005.7
56,994.2
56,1000.98
56,1005.5
56,1010.73
56,1012.84
56,1002.54
56,1010.29
56,998.05
56,1011.88
56,1006.23
56,999.18
56,987.38
56,1011.47
56,1005.73
56,1018.7
56,1004.16
56,990.14
56,1011.24
56,1003.93
56,1026.35
56,1006.49
56,1024.85
56,1011.65
56,994.9
56,1004.38
56,1016.71
56,997.22
56,998.28
56,980.31
56,1005.89
56,1010.39
56,1012.41
56,999.17
56,1000.81
56,1009.01
56,999.68
56,1021.0
56,1021.66
56,997.72
56,995.39
56,1029.02
56,1007.66
56,1008.84
56,1019.4
56,986.89
56,1004.46
56,999.49
56,1011.01
56,998.97
56,995.01
56,1006.05
56,998.0
56,997.7
56,1002.06
56,999.85
56,1007.61
56,1015.63
56,998.71
56,1006.59
56,986.83
56,1018.33
56,994.6
56,1000.37
56,994.11
56,996.61
56,994.21
56,1007.41
56,1002.29
56,996.69
56,999.05
56,992.06
56,1002.55
56,1024.91
56,995.88
56,997.19
56,1006.81
56,996.65
56,996.43
56,1002.61
56,1015.13
56,988.81
56,1001.35
56,1003.91
56,1007.54
56,1006.22
56,991.03
56,1009.78
56,990.28
56,1001.46
56,993.46
56,1001.03
56,998.36
56,998.01
56,995.41
56,1000.26
56,992.76
56,1004.21
56,1012.83
56,1009.69
56,993.47
56,991.65
56,991.65
56,1009.94
56,1009.16
56,1019.52
56,985.11
56,974.31
56,1012.81
56,1004.56
56,1011.9
56,1012.0
56,1020.97
56,982.65
56,1008.75
56,1018.97
56,1007.22
56,995.85
56,1006.2
56,995.0
56,985.41
56,1009.72
56,1010.8
56,1005.11
56,995.97
56,975.4
56,999.1
56,988.21
56,1010.59
56,1006.33
56,995.01
56,1000.59
56,1002.8
56,1014.57
56,1000.58
56,993.3
56,1007.97
56,1005.58
56,1004.53
56,1006.56
56,1001.96
56,1001.96
56,999.21
56,1002.43
56,1012.3
56,1003.78
56,996.45
56,1007.88
56,1006.24
56,994.19
56,998.55
56,1001.8
56,994.18
56,998.42
56,976.01
56,1020.96
56,1014.25
56,1007.3
56,1011.97
56,1001.6
56,1013.96
56,989.39
56,1008.77
56,999.37
56,986.59
56,1002.67
56,1001.01
56,1024.71
56,1005.28
56,1005.96
56,1013.81
56,995.86
56,1008.04
56,991.8
56,1003.84
56,993.49
56,1001.52
56,1009.8
56,1011.4
56,1012.11
56,1008.68
56,1001.45
56,1025.67
56,991.8
56,998.73
56,1015.62
56,994.18
56,1005.36
56,991.91
56,1007.99
56,1001.13
56,1035.34
56,1005.78
56,990.42
56,1004.94
56,1008.54
56,1000.64
56,1017.86
56,985.12
56,1005.49
56,1007.32
56,1019.31
56,989.26
56,1020.46
56,992.61
56,1007.08
56,1001.25
56,1012.59
56,993.92
56,997.16
56,1006.61
56,1006.59
56,999.94
56,1007.9
56,990.41
56,1002.55
56,1006.67
56,1000.59
56,994.81
56,1004.79
56,1004.1
56,1005.77
56,1009.1
56,996.71
56,1005.69
56,996.35
56,996.54
56,1004.41
56,994.09
56,1011.2
56,1004.86
56,989.49
56,1004.81
56,989.13
56,1006.84
56,1007.15
56,999.29
56,997.87
56,1014.61
56,996.99
56,995.11
56,996.95
56,990.55
56,997.2
56,1001.35
56,992.08
56,999.41
56,1017.84
56,1010.65
56,995.33
56,1013.79
56,1016.61
56,999.59
56,996.36
56,1000.04
56,1007.93
56,1005.86
56,1007.11
56,991.48
56,993.4
56,988.98
56,1003.35
56,1012.37
56,992.53
56,1016.86
56,1006.27
56,1001.99
56,1006.16
56,1006.4
56,994.67
56,1008.08
56,989.83
56,1005.01
56,997.43
56,985.38
56,1003.03
56,988.5
56,1013.94
56,1001.63
56,1028.57
56,1002.34
56,1013.09
56,1015.97
56,991.15
56,1009.77
56,994.0
56,1012.89
56,1002.74
56,1016.16
56,1008.82
56,1010.12
56,1001.4
56,1019.78
56,1002.07
56,1006.18
56,1003.68
56,999.26
56,1002.99
56,989.93
56,1000.65
56,1010.45
56,1002.58
56,1005.13
56,1009.96
56,1009.72
56,1022.9
56,1019.68
56,999.89
56,988.82
56,1017.97
56,1003.23
56,1008.85
56,1000.38
56,997.82
56,994.68
56,1016.45
56,990.82
56,1012.04
56,1019.64
56,1018.43
56,994.26
56,1019.65
56,1008.78
56,993.25
56,1000.59
56,995.31
56,1003.53
56,1014.35
56,979.5
56,1012.38
56,1015.64
56,1004.51
56,1008.39
56,1009.09
56,1025.55
56,998.41
56,1014.12
56,1010.84
56,997.13
56,1003.47
56,1012.79
56,1005.45
56,988.28
56,1013.57
56,1000.02
56,1002.22
56,995.37
56,987.6
56,1001.91
56,1000.84
56,1003.5
56,997.58
56,1012.96
56,1004.9
56,989.58
56,1019.19
56,1012.67
56,999.92
56,1011.65
56,1017.41
56,998.63
56,988.87
56,996.48
56,993.19
56,1009.04
56,1013.35
56,1030.67
56,1003.4
56,997.15
56,1007.13
56,1005.45
56,986.9
56,1000.58
56,1020.64
56,1016.59
56,1002.41
56,1001.07
56,996.29
56,1006.27
56,1018.59
56,1009.34
56,1012.31
56,1019.17
56,1007.92
56,1000.28
56,1008.47
56,1005.19
56,998.19
56,997.68
56,1007.48
56,990.89
56,1010.83
56,1007.72
56,1009.37
56,997.25
56,999.36
56,978.87
56,1008.65
56,1006.47
56,980.08
56,1002.07
56,999.12
56,995.13
56,1005.01
56,1008.03
56,1001.21
56,1000.59
56,1008.25
56,1001.5
56,1002.76
56,1018.35
56,1011.89
56,993.19
56,987.79
56,1016.06
56,1025.17
56,1012.48
56,1021.56
56,996.17
56,999.53
56,1012.28
56,1010.7
56,1002.76
56,1001.69
56,1010.5
56,1009.01
56,999.06
56,1003.52
56,999.19
56,1006.86
56,1018.78
56,1019.95
56,1002.67
56,1011.57
56,995.41
56,1008.59
56,1000.64
56,995.67
56,1004.8
56,998.37
56,997.71
56,1014.01
56,1006.62
56,982.07
56,1003.4
56,1009.06
56,987.77
56,1002.7
56,1017.69
56,1003.71
56,1004.35
56,1000.63
56,1024.05
56,1017.08
56,989.97
56,1001.17
56,1002.51
56,1000.71
56,1028.03
56,987.88
56,993.3
56,996.73
56,1006.7
56,1002.64
56,1004.02
56,997.0
56,1022.01
56,1008.26
56,985.9
56,1020.02
56,1017.54
56,994.77
56,1021.54
56,1003.38
56,994.07
56,1001.31
56,1009.03
56,1011.29
56,1035.26
56,1005.31
56,1013.42
56,997.9
56,1004.6
56,1012.51
56,1008.92
56,1009.44
56,1005.29
56,1008.91
56,993.0
56,1006.11
56,1002.94
56,1000.84
56,999.92
56,1031.89
56,1019.12
56,1003.88
56,989.5
56,993.48
56,1010.15
56,1006.15
56,1018.87
56,1000.38
56,999.05
56,989.43
56,1002.3
56,1005.62
56,993.65
56,1000.89
56,1009.92
56,999.3
56,1001.71
